,Unnamed: 0,headline,url,publisher,date,stock
1531238,1534843,Bank Stocks to Benefit From More 'Stress': Goldman,http://www.thestreet.com/story/11762554/1/bank-stocks-to-benefit-from-more-stress-goldman.html?puc=benzinga&cm_ven=BENZINGA,TheStreet.Com,2012-11-09 00:00:00,STI
1260667,1263594,Weekly Review: Preferred Stock CEFs - A Dividend Capture Opportunity By The Highest Yielder In The Sector,https://seekingalpha.com/article/4225307-weekly-review-preferred-stock-cefs-dividend-capture-opportunity-highest-yielder-sector?source=partner_benzinga,Seeking Alpha,2018-11-29 00:00:00,PDT
295702,296471,Cigna Expands ACO Initiative - Analyst Blog,http://www.zacks.com/stock/news/111718/cigna-expands-aco-initiative,Zacks,2013-10-15 00:00:00,CI
1026510,1028914,Chinese Demand For Long-Haul Travel - Growth Opportunity,http://seekingalpha.com/article/3991480-chinese-demand-long-haul-travel-growth-opportunity?source=partner_benzinga,Seeking Alpha,2016-07-26 00:00:00,MAR
1168104,1170851,"Natural Resource Partners misses by $0.33, misses on revenue",https://seekingalpha.com/news/3354455-natural-resource-partners-misses-0_33-misses-revenue?source=partner_benzinga,Seeking Alpha,2018-05-09 00:00:00,NRP
1235530,1238423,"Highbridge Capital Management Llc Buys DTE Energy Co, Stanley Black & Decker Inc, Ionis ...",http://www.gurufocus.com/news/1041744/highbridge-capital-management-llc-buys-dte-energy-co-stanley-black--decker-inc-ionis-pharmaceuticals-inc-sells-zions-bancorporation-na-warrants-05212020-avaya-holdings-corp-intelsat-sa,GuruFocus,2020-02-17 00:00:00,PACD
715130,716825,"Achmea Investment Management B.V. Buys Alphabet Inc, Merck Inc, Visa Inc, Sells Apple Inc, ...",http://www.gurufocus.com/news/1135577/achmea-investment-management-bv-buys-alphabet-inc-merck-inc-visa-inc-sells-apple-inc-microsoft-corp-amazoncom-inc,GuruFocus,2020-05-13 00:00:00,GOOGL
4082,4145,"The ""Smart Money"" Continues To Sell Stocks And Buy Gold, As Retail Investors Go Berserk",https://talkmarkets.com/content/the-smart-money-continues-to-sell-stocks-and-buy-gold-as-retail-investors-go-berserk?post=263795,TalkMarkets,2020-05-30 00:00:00,AAPL
1358347,1361498,Update: Rubicon Finishes Its Underground Drill Program On A Positive Note,http://seekingalpha.com/article/2805955-update-rubicon-finishes-its-underground-drill-program-on-a-positive-note?source=partner_benzinga,Seeking Alpha,2015-01-09 00:00:00,RBY
530033,531323,"Envivio beats by $0.02, misses on revenue",http://seekingalpha.com/news/2549766-envivio-beats-by-0_02-misses-on-revenue?source=partner_benzinga,Seeking Alpha,2015-05-28 00:00:00,ENVI
564188,565543,Wake Up Call Or Bear Market?,https://seekingalpha.com/article/4145087-wake-call-bear-market?source=partner_benzinga,Seeking Alpha,2018-02-09 00:00:00,EUSA
330959,331824,"Century Casinos, Inc. 2018 Q2 - Results - Earnings Call Slides",https://seekingalpha.com/article/4197283-century-casinos-inc-2018-q2-results-earnings-call-slides?source=partner_benzinga,Seeking Alpha,2018-08-09 00:00:00,CNTY
865746,867783,The IPO market wakes up from its slumber,http://seekingalpha.com/news/3077656-ipo-market-wakes-slumber?source=partner_benzinga,Seeking Alpha,2016-02-03 00:00:00,IPO
1592086,1595816,Screening The CCC List With The Dividend Spectrum,http://seekingalpha.com/article/3262595-screening-the-ccc-list-with-the-dividend-spectrum?source=partner_benzinga,Seeking Alpha,2015-06-16 00:00:00,THOR
438512,439641,Commodities Poised For Improvement This Fall,https://seekingalpha.com/article/4296281-commodities-poised-improvement-fall?source=partner_benzinga,Seeking Alpha,2019-10-13 00:00:00,DJCI
420627,421710,Del Frisco's Restaurant Group bounces off of 52-week low,http://seekingalpha.com/news/2310746-del-friscos-restaurant-group-bounces-off-of-52-week-low?source=partner_benzinga,Seeking Alpha,2015-02-19 00:00:00,DFRG
745815,747555,Omnicell (OMCL) Partners With Kit Check to Offer Bluesight,http://www.zacks.com/stock/news/663497/omnicell-omcl-partners-with-kit-check-to-offer-bluesight?cid=CS-BENZ-FT-analyst_blog|company_news_-_medical_sector-663497,Zacks,2019-12-10 00:00:00,HAE
644578,646059,The Five Dumbest Things on Wall Street This Week: May 18,https://www.benzinga.com/content/thestreet-com/12/05/2600365/the-five-dumbest-things-on-wall-street-this-week-may-18,webmaster,2012-05-18 00:00:00,FRAN
1415234,1418521,"F5 Networks, With Cisco, Seen Reversing SDN Threat",http://news.investors.com/062714-706549-pacific-crest-report-f5-turning-sdn-threat-into-opportunity.htm?ven=benzingacp&src=aurlaam,Investor's Business Daily,2014-06-27 00:00:00,RVBD
1613125,1616907,"Orion Marine Provides Business Update, Shares Fall 2.7% - Analyst Blog",http://www.zacks.com/stock/news/160071/orion-marine-provides-business-update-shares-fall-27,Zacks,2015-01-12 00:00:00,TPC
485916,487111,Eni (E) Misses Q1 Earnings Estimates on Weak Gas Sales - Analyst Blog,http://www.zacks.com/stock/news/173522/eni-e-misses-q1-earnings-estimates-on-weak-gas-sales,Zacks,2015-05-04 00:00:00,E
625002,626457,"Twinkies go on sale again, with something missing",http://money.msn.com/now/post--twinkies-go-on-sale-again-with-something-missing?ICID=Benzinga.com,msnmoney,2013-07-15 00:00:00,FLO
1756667,1760809,DGI For The DYI: 2015 Recap,http://seekingalpha.com/article/3809046-dgi-for-the-dyi-2015-recap?source=partner_benzinga,Seeking Alpha,2016-01-13 00:00:00,WEC
1785982,1790207,"After Hours: HP, Lions Gate, Williams-Sonoma, PVH, WebMD, NetApp",http://www.investors.com/news/after-hours-hp-lions-gate-williams-sonoma/?ven=BenzingaCP&src=AURLAAM,Investor's Business Daily,2016-05-25 00:00:00,WSM
692131,693757,G-III Apparel +8% post Q4 results,https://seekingalpha.com/news/3444742-g-iii-apparel-plus-8-percent-post-q4-results?source=partner_benzinga,Seeking Alpha,2019-03-21 00:00:00,GIII
1224101,1226961,"OSI SYSTEMS SHAREHOLDER ALERT BY FORMER LOUISIANA ATTORNEY GENERAL: Kahn Swick & Foti, LLC ...",http://www.gurufocus.com/news/608408/osi-systems-shareholder-alert-by-former-louisiana-attorney-general-kahn-swick--foti-llc-reminds-investors-with-losses-in-excess-of-100000-of-lead-plaintiff-deadline-in-class-action-lawsuit-against-osi-systems-inc--osis,GuruFocus,2017-12-08 00:00:00,OSIS
1567588,1571247,Gross: Bond bear market confirmed today,https://seekingalpha.com/news/3321931-gross-bond-bear-market-confirmed-today?source=partner_benzinga,Seeking Alpha,2018-01-09 00:00:00,TAI
898325,900443,"Danaher to Acquire Pall Corp., As Well As Company To Split",http://www.gurufocus.com/news/336874/danaher-to-acquire-pall-corp-as-well-as-company-to-split,GuruFocus,2015-05-20 00:00:00,JCI
525916,527193,Top Merger Stocks Held By Fund Managers (Mid-Q1 2017 Edition),http://seekingalpha.com/article/4046200-top-merger-stocks-held-fund-managers-mid-q1-2017-edition?source=partner_benzinga,Seeking Alpha,2017-02-15 00:00:00,ENH
880354,882430,Illinois Tool Works Inc. (ITW) Dividend Stock Analysis,http://www.gurufocus.com/news/188903/illinois-tool-works-inc-itw-dividend-stock-analysis,GuruFocus,2012-08-31 00:00:00,ITW
203017,203548,Full Analysis Of Main Street Capital's Results For Q3 2019 (Includes Updated Investment Ratings Analysis And Price Target),https://seekingalpha.com/article/4306515-full-analysis-main-street-capitals-results-q3-2019-includes-updated-investment-ratings?source=partner_benzinga,Seeking Alpha,2019-11-14 00:00:00,BLK
1709138,1713168,An Alpha-Generating Small Cap Portfolio,http://seekingalpha.com/article/4038455-alpha-generating-small-cap-portfolio?source=partner_benzinga,Seeking Alpha,2017-01-21 00:00:00,VIOV
1249080,1251989,Piper Jaffray positive on Potbelly,https://seekingalpha.com/news/3382653-piper-jaffray-positive-potbelly?source=partner_benzinga,Seeking Alpha,2018-08-14 00:00:00,PBPB
562320,563673,Eaton Vance declares monthly distributions on municipal and taxable bond funds,https://seekingalpha.com/news/3458697-eaton-vance-declares-monthly-distributions-municipal-taxable-bond-funds?source=partner_benzinga,Seeking Alpha,2019-05-03 00:00:00,ETW
462347,463507,DURECT's (DRRX) CEO Jim Brown on Q4 2016 Results - Earnings Call Transcript,http://seekingalpha.com/article/4055201-durects-drrx-ceo-jim-brown-q4-2016-results-earnings-call-transcript?source=partner_benzinga,Seeking Alpha,2017-03-14 00:00:00,DRRX
539272,540581,Puma Biotech (PBYI) to Report Q1 Earnings: What to Expect?,http://www.zacks.com/stock/news/302526/puma-biotech-pbyi-to-report-q1-earnings-what-to-expect?cid=CS-BENZ-FT-302526,Zacks,2018-05-07 00:00:00,EPZM
1583731,1587429,Grupo Televisa Kept at Neutral - Analyst Blog,http://www.zacks.com/stock/news/79013/grupo-televisa-kept-at-neutral,Zacks,2012-07-18 00:00:00,TEF
471612,472786,Below Support: Duke,http://www.tradershuddle.com/Trading-Ideas/56118311162012-below-support-dukeenergy.html,Traders Huddle,2012-11-16 00:00:00,DUK
1337540,1340633,Oil Bust Sequel? WTI Plunges Over 7% To $55,https://seekingalpha.com/article/4222017-oil-bust-sequel-wti-plunges-7-percent-55?source=partner_benzinga,Seeking Alpha,2018-11-14 00:00:00,PXE
547300,548631,Week Ahead - BOE Reacts To Brexit Vote,http://seekingalpha.com/article/3985661-week-ahead-boe-reacts-brexit-vote?source=partner_benzinga,Seeking Alpha,2016-07-01 00:00:00,ERO
265804,266489,"Crown Castle to Present at the Morgan Stanley —…–9 Technology, Media & Telecom Conference",http://www.gurufocus.com/news/815475/crown-castle-to-present-at-the-morgan-stanley-2019-technology-media--telecom-conference,GuruFocus,2019-02-13 00:00:00,CCI
147304,147683,Notable earnings before Monday's open,http://seekingalpha.com/news/2315556-notable-earnings-before-monday-s-open?source=partner_benzinga,Seeking Alpha,2015-02-22 00:00:00,AWI
197922,198434,Buckle (BKE) Beats Q4 Earnings Estimates,http://www.zacks.com/stock/news/811109/buckle-bke-beats-q4-earnings-estimates?cid=CS-BENZ-FT-tale_of_the_tape|yseop_template_4-811109,Zacks,2020-03-13 00:00:00,BKE
164232,164672,"Dividend Growth 50: Oh Deere Me, This Portfolio's Income Just Keeps Plowing Ahead",https://seekingalpha.com/article/4273896-dividend-growth-50-oh-deere-portfolios-income-just-keeps-plowing-ahead?source=partner_benzinga,Seeking Alpha,2019-07-08 00:00:00,BAX
1114286,1116890,"Front Street Capital Management, Inc. Buys Campbell Soup Co, YRC Worldwide Inc, Manitowoc Co ...",http://www.gurufocus.com/news/723118/front-street-capital-management-inc-buys-campbell-soup-co-yrc-worldwide-inc-manitowoc-co-inc-sells-gentex-corp,GuruFocus,2018-08-14 00:00:00,MTW
762484,764263,Good News Becomes Bad News For REITs,https://seekingalpha.com/article/4312533-good-news-becomes-bad-news-for-reits?utm_source=partner_&utm_medium=referralbenzinga,Seeking Alpha,2019-12-15 00:00:00,HD
776655,778461,Get Your Peepers Out to Hecla Mining,http://www.gurufocus.com/news/646706/get-your-peepers-out-to-hecla-mining,GuruFocus,2018-02-27 00:00:00,HL
1126065,1128698,Can The Transocean/Transocean Partners Merger Fail?,http://seekingalpha.com/article/4023410-can-transocean-transocean-partners-merger-fail?source=partner_benzinga,Seeking Alpha,2016-11-15 00:00:00,NADL
1038834,1041263,Year of the Pig Brings Good Tidings for Wall Street: 5 Picks,http://www.zacks.com/stock/news/352044/year-of-the-pig-brings-good-tidings-for-wall-street-5-picks?cid=CS-BENZ-FT-352044,Zacks,2019-02-05 00:00:00,MCS
240409,241028,58.com (WUBA) Jumps: Stock Rises 8.8% - Tale of the Tape,http://www.zacks.com/stock/news/125723/58com-inc-saw-its-shares-rise-nearly-9-on-the-day,Zacks,2014-03-10 00:00:00,BV
1647334,1651187,Lira Crash,https://seekingalpha.com/article/4198821-lira-crash?source=partner_benzinga,Seeking Alpha,2018-08-14 00:00:00,TUR
713382,715056,Is Barrick Gold (GOLD) Stock Outpacing Its Basic Materials Peers This Year?,http://www.zacks.com/stock/news/555992/is-barrick-gold-gold-stock-outpacing-its-basic-materials-peers-this-year?cid=CS-BENZ-FT-tale_of_the_tape|yseop_template_1-555992,Zacks,2019-10-09 00:00:00,GOLD
1786494,1790719,Cramer's 'Mad Money' Recap: Next Week's Game Plan,http://www.thestreet.com/story/11762736/1/cramers-mad-money-recap-next-weeks-game-plan.html?puc=benzinga&cm_ven=BENZINGA,TheStreet.Com,2012-11-09 00:00:00,WSM
853498,855503,Biotech Stocks Accelerate Efforts for Coronavirus Treatments,http://www.zacks.com/stock/news/836274/biotech-stocks-accelerate-efforts-for-coronavirus-treatments?cid=CS-BENZ-FT-analyst_blog|industry_focus-836274,Zacks,2020-03-26 00:00:00,INO
805431,807298,"UnitedHealth (UNH) Provides Guidance for 2020, Shares Fall",http://www.zacks.com/stock/news/654572/unitedhealth-unh-provides-guidance-for-2020-shares-fall?cid=CS-BENZ-FT-analyst_blog|company_news_-_medical_sector-654572,Zacks,2019-12-04 00:00:00,HUM
227842,228443,Interest Rates Are Coming: My Top REIT Picks For 2015,http://seekingalpha.com/article/2780595-interest-rates-are-coming-my-top-reit-picks-for-2015?source=partner_benzinga,Seeking Alpha,2014-12-26 00:00:00,BRX
1807190,1811470,S&P 500 Sector Trading Range Screens,http://seekingalpha.com/article/3697736-s-and-p-500-sector-trading-range-screens?source=partner_benzinga,Seeking Alpha,2015-11-19 00:00:00,XLU
17215,17313,Credit Market Round Up,https://seekingalpha.com/article/4127986-credit-market-round?source=partner_benzinga,Seeking Alpha,2017-11-28 00:00:00,ACP
1701210,1705232,"The Rich Are Hoarding Cash, And So Should You",https://seekingalpha.com/article/4293593-rich-hoarding-cash?source=partner_benzinga,Seeking Alpha,2019-09-25 00:00:00,VGIT
1046371,1048822,Splunk Stock Probes Key Support Level Ahead Of Earnings,http://www.investors.com/research/earnings-preview/splunk-stock-tests-key-support-level-ahead-of-earnings/?src=A00237A&ven=BenzingaCP&src=AURLAAM,Investor's Business Daily,2019-08-15 00:00:00,MDT
1483837,1487232,"If BDC Price Appreciation Is Mostly About NAV Growth, Why Are There So Many Exceptions?",http://seekingalpha.com/article/3976846-bdc-price-appreciation-mostly-nav-growth-many-exceptions?source=partner_benzinga,Seeking Alpha,2016-05-22 00:00:00,SLRC
729980,731704,Globalstar tumbles at close; presents at conference Wednesday,http://seekingalpha.com/news/2531366-globalstar-tumbles-at-close-presents-at-conference-wednesday?source=partner_benzinga,Seeking Alpha,2015-05-18 00:00:00,GSAT
440328,441460,"Funko, The Children's Place, Dick's, Walmart and Foot Locker highlighted as Zacks Bull and Bear of the Day",http://www.zacks.com/stock/news/358414/funko-the-childrens-place-dicks-walmart-and-foot-locker-highlighted-as-zacks-bull-and-bear-of-the-day?cid=CS-BENZ-FT-358414,Zacks,2019-03-08 00:00:00,DKS
300747,301531,Zacks #5 Rank Additions for Friday - Tale of the Tape,https://www.benzinga.com/content/zacks-investment-research-all-commentary-articles/11/02/835101/zacks-5-rank-additions-for-fr,webmaster,2011-02-04 00:00:00,CKEC
1047671,1050122,Medical Devices Move Into Healthcare Leadership Position,http://seekingalpha.com/article/3878526-medical-devices-move-healthcare-leadership-position?source=partner_benzinga,Seeking Alpha,2016-02-09 00:00:00,MDT
897347,899463,John Bean Technologies: Adding Food Manufacturing Expertise,https://seekingalpha.com/article/4263984-john-bean-technologies-adding-food-manufacturing-expertise?source=partner_benzinga,Seeking Alpha,2019-05-14 00:00:00,JBT
1530635,1534240,"SunTrust (STI) Beats on Q1 Earnings, Revenues Stable Y/Y",http://www.zacks.com/stock/news/299904/suntrust-sti-beats-on-q1-earnings-revenues-stable-y-y?cid=CS-BENZ-FT-299904,Zacks,2018-04-20 00:00:00,STI
23528,23644,Small healthcare stocks shrug off broad market selling,https://seekingalpha.com/news/3415337-small-healthcare-stocks-shrug-broad-market-selling?source=partner_benzinga,Seeking Alpha,2018-12-07 00:00:00,ADMP
1351221,1354359,Ryder adds capacity in southern part of Texas,https://seekingalpha.com/news/3500376-ryder-adds-capacity-southern-part-texas?source=partner_benzinga,Seeking Alpha,2019-09-19 00:00:00,R
283955,284698,"Chemed (CHE) Beats on Q3 Earnings, Raises 2018 Guidance",http://www.zacks.com/stock/news/333041/chemed-che-beats-on-q3-earnings-raises-2018-guidance?cid=CS-BENZ-FT-333041,Zacks,2018-10-30 00:00:00,CHE
765442,767223,"Company News for June 11, 2014 - Corporate Summary",http://www.zacks.com/stock/news/136480/company-news-for-june-11-2014,Zacks,2014-06-11 00:00:00,HDS
715141,716836,"Fieldpoint Private Securities, LLC Buys Vanguard FTSE Emerging Markets, Vanguard S&P ...",http://www.gurufocus.com/news/1133197/fieldpoint-private-securities-llc-buys-vanguard-ftse-emerging-markets-vanguard-sp-500-raytheon-technologies-corp-sells-ishares-msci-emerging-index-fund-keycorp-spdr-sp-regional-banking,GuruFocus,2020-05-11 00:00:00,GOOGL
485639,486834,Nigeria to cut stake in oil assets under new economic plan,http://seekingalpha.com/news/3249181-nigeria-cut-stake-oil-assets-new-economic-plan?source=partner_benzinga,Seeking Alpha,2017-03-07 00:00:00,E
877647,879717,By The Book II : The Growth At A Reasonable Price Strategy,https://seekingalpha.com/article/4285405-book-ii-growth-reasonable-price-strategy?source=partner_benzinga,Seeking Alpha,2019-08-14 00:00:00,ITRN
641947,643427,Is Harley-Davidson (HOG) Joining the Ducati Takeover Race?,http://www.zacks.com/stock/news/265383/is-harley-davidson-hog-joining-the-ducati-takeover-race?cid=CS-BENZ-FT-265383,Zacks,2017-06-23 00:00:00,FOXF
1172486,1175240,Is Insight Enterprises (NSIT) a Great Stock for Value Investors?,http://www.zacks.com/stock/news/308712/is-insight-enterprises-nsit-a-great-stock-for-value-investors?cid=CS-BENZ-FT-308712,Zacks,2018-06-21 00:00:00,NSIT
1309593,1312629,"Top Analyst Reports for Oracle, U.S. Bancorp & Enterprise Products",http://www.zacks.com/research-daily/359928/top-analyst-reports-for-oracle-us-bancorp-enterprise-products?cid=CS-BENZ-FT-359928,Zacks,2019-03-14 00:00:00,PPL
1291656,1294632,Stock End Wild Week With Gains; Google Becomes Alphabet,http://news.investors.com/100215-773880-google-becomes-alphabet.htm?ven=benzingacp&src=aurlaam,Investor's Business Daily,2015-10-02 00:00:00,PLAY
633396,634865,Black Knight Financial Services intends to reprice its existing senior secured facility,http://seekingalpha.com/news/3242600-black-knight-financial-services-intends-reprice-existing-senior-secured-facility?source=partner_benzinga,Seeking Alpha,2017-02-10 00:00:00,FNF
1282759,1285720,Monthly Dividends From 150 SML Equities & 70 SML October Funds,https://seekingalpha.com/article/4213616-monthly-dividends-150-sml-equities-and-70-sml-october-funds?source=partner_benzinga,Seeking Alpha,2018-10-23 00:00:00,PHK
57412,57600,"AKRX, KEG among premarket gainers",https://seekingalpha.com/news/3452359-akrx-keg-among-premarket-gainers?source=partner_benzinga,Seeking Alpha,2019-04-22 00:00:00,AKRX
499871,501097,"Northcape Capital Pty Ltd Buys Colgate-Palmolive Co, Marsh & McLennan Inc, Electronic Arts ...",https://www.benzinga.com/node/14792751,GuruFocus,2019-11-12 00:00:00,EEM
1015118,1017493,"Wall Street Breakfast: Roll It, Pat It, Mark It With GE",http://seekingalpha.com/article/4017004-wall-street-breakfast-roll-pat-mark-ge?source=partner_benzinga,Seeking Alpha,2016-10-31 00:00:00,LVLT
301019,301805,ClickSoftware Technologies (CKSW) Q4 2014 Results - Earnings Call Webcast,http://seekingalpha.com/article/2878386-clicksoftware-technologies-cksw-q4-2014-results-earnings-call-webcast?source=partner_benzinga,Seeking Alpha,2015-02-04 00:00:00,CKSW
1461509,1464876,"Global Dividend Dogs: Yields To 10.4%, Upsides To 48%, Net Gains To 52% For July",http://seekingalpha.com/article/3331145-global-dividend-dogs-yields-to-10_4-percent-upsides-to-48-percent-net-gains-to-52-percent-for-july?source=partner_benzinga,Seeking Alpha,2015-07-16 00:00:00,SID
1489479,1492915,"Swift Energy Pursues The Olmos Play (SFY, EPD, SM, QEP)",https://www.benzinga.com/content/http-stocks-investopedia-comstock-analysis2012swift-energy-pursues-the-olmos-play-sfy-epd-sm,Investopedia,2012-04-03 00:00:00,SM
1393807,1397043,"RingCentral, Violin Memory IPOs Price, Debut Friday",http://news.investors.com/092613-672797-ring-central-violin-memory-ipos-price-stocks-trade-Friday.htm?ven=benzingacp&src=aurlaam,Investor's Business Daily,2013-09-26 00:00:00,RNG
241807,242427,Manitowoc (MTW) Hurt by Weak Performance Across Segments - Analyst Blog,http://www.zacks.com/stock/news/154180/manitowoc-mtw-hurt-by-weak-performance-across-segments,Zacks,2014-11-14 00:00:00,BWC
1795403,1799643,Energy Recap: Introducing 2 New Segments On Bankruptcies And Rig Counts,http://seekingalpha.com/article/3976744-energy-recap-introducing-2-new-segments-bankruptcies-rig-counts?source=partner_benzinga,Seeking Alpha,2016-05-20 00:00:00,XCO
1145947,1148625,Why New Media Investment Group (NEWM) Could Shock the Market Soon - Tale of the Tape,http://www.zacks.com/stock/news/169400/new-media-investment-group-could-be-a-potential-winner-but-is-currently-flying-under-the-radar,Zacks,2015-03-31 00:00:00,NEWM
1060332,1062807,"Company News for October 30, 2014 - Corporate Summary",http://www.zacks.com/stock/news/152248/company-news-for-october-30-2014,Zacks,2014-10-30 00:00:00,MHFI
441002,442135,"Hitachi Ltd. Misses Q1 Earnings Estimates, Raises Guidance - Analyst Blog",http://www.zacks.com/stock/news/142408/hitachi-ltd-misses-q1-earnings-estimates-raises-guidance,Zacks,2014-08-01 00:00:00,DLB
1361509,1364671,Strength Seen in Receptos (RCPT): Stock Gains 11.1% - Tale of the Tape,http://www.zacks.com/stock/news/181907/shares-of-receptos-rcpt-rose-just-over-11-in-the-last-session?cid=CS-BENZ-FT-181907,Zacks,2015-07-16 00:00:00,RCPT
536631,537939,How To Retire Without Your Portfolio Killing You,http://seekingalpha.com/article/3980648-retire-without-portfolio-killing?source=partner_benzinga,Seeking Alpha,2016-06-08 00:00:00,EPR
1294970,1297958,CES Headlines Action-Packed Week (Stocks To Watch Podcast),https://seekingalpha.com/article/4231620-ces-headlines-action-packed-week-stocks-watch-podcast?source=partner_benzinga,Seeking Alpha,2019-01-06 00:00:00,PLUG
486968,488165,Electronic Arts: Wait Before You Buy,https://seekingalpha.com/article/4222463-electronic-arts-wait-buy?source=partner_benzinga,Seeking Alpha,2018-11-15 00:00:00,EA
715101,716796,Google Shares Tumble On Reports Of Imminent Antitrust Lawsuit,https://talkmarkets.com/content/google-shares-tumble-on-reports-of-imminent-antitrust-lawsuit?post=262264,TalkMarkets,2020-05-15 00:00:00,GOOGL
1459777,1463144,"Toronto Dominion Bank Buys iShares Core U.S. Aggregate Bond, iShares J.P. ...",http://www.gurufocus.com/news/1135558/toronto-dominion-bank-buys-ishares-core-us-aggregate-bond-ishares-jp-morgan-usd-emerging-markets-bond-etf-ishares-china-largecap-sells-royal-bank-of-canada-bank-of-nova-scotia-spdr-sp-500,GuruFocus,2020-05-13 00:00:00,SHW
215982,216543,Bank Of Hawaii Earns Relative Strength Rating Upgrade; Hits Key Threshold,http://www.investors.com/ibd-data-stories/bank-of-hawaii-earns-relative-strength-rating-upgrade-hits-key-threshold/?src=A00237A&ven=BenzingaCP&src=AURLAAM,Investor's Business Daily,2019-09-19 00:00:00,BOH
1807220,1811500,Watch These Income ETFs as Fed Meets,http://www.zacks.com/stock/news/190250/watch-these-income-etfs-as-fed-meets?cid=CS-BENZ-FT-190250,Zacks,2015-09-16 00:00:00,XLU
1149447,1152143,Progressive's November Earnings Increase as Revenues Rise,http://www.zacks.com/stock/news/342747/progressives-november-earnings-increase-as-revenues-rise?cid=CS-BENZ-FT-342747,Zacks,2018-12-13 00:00:00,NGHC
9294,9384,"Miners More Fit, Flying High As New Gold Cycle Eyes $1,500",http://www.investors.com/research/industry-snapshot/gold-snapshot/?ven=BenzingaCP&src=AURLAAM,Investor's Business Daily,2016-07-15 00:00:00,ABX
1357241,1360391,These Key Stocks Continued To Diverge Lower,https://www.benzinga.com/node/14517235,TalkMarkets,2019-09-30 00:00:00,RBS
934476,936670,"Heat Pipe Market —…—… Industry Size, Demand, Share, Global Trend, Business Growth, Top ...",http://www.gurufocus.com/news/1046436/heat-pipe-market-2020-industry-size-demand-share-global-trend-business-growth-top-key-players-update-business-statistics-and-research-methodology-by-forecast-to-2026,GuruFocus,2020-02-21 00:00:00,KEY
295883,296652,AtlantiCare Rejoins Aetna's Network - Analyst Blog,http://www.zacks.com/stock/news/90466/atlanticare-rejoins-aetnas-network,Zacks,2013-01-15 00:00:00,CI
1032018,1034428,Ron Baron's Largest Purchases During Second Quarter,http://www.gurufocus.com/news/363708/ron-barons-largest-purchases-during-second-quarter,GuruFocus,2015-09-28 00:00:00,MBLY
715072,716767,Bear Markets Bounce Before They Pounce Some More,https://talkmarkets.com/content/bear-markets-bounce-before-they-pounce-some-more?post=262908,TalkMarkets,2020-05-21 00:00:00,GOOGL
1630520,1634327,Banks May Opt Back to Glass-Steagall,https://www.benzinga.com/content/thestreet-com/10/12/667609/banks-may-opt-back-to-glass-steagall,webmaster,2010-12-03 00:00:00,TRV
1113490,1116093,An Unbiased View Of Mizuho Financial Group,http://seekingalpha.com/article/3976178-unbiased-view-mizuho-financial-group?source=partner_benzinga,Seeking Alpha,2016-05-18 00:00:00,MTU
715058,716753,FANG Stocks Update: The Whole Lot is Losing Out to... Small Caps?,https://talkmarkets.com/content/fang-stocks-update-the-whole-lot-is-losing-out-to-small-caps?post=263545,TalkMarkets,2020-05-27 00:00:00,GOOGL
51045,51220,"Annaly Capital's BV, Dividend, And Valuation Compared To 20 MREIT Peers (Includes Q3 2018 Dividend Projection) - Part 2",https://seekingalpha.com/article/4183942-annaly-capitals-bv-dividend-valuation-compared-20-mreit-peers-includes-q3-2018-dividend?source=partner_benzinga,Seeking Alpha,2018-06-26 00:00:00,AI
1498756,1502217,"Semtech Bullish, Box Beats, PVH Guides Low, Synopsys Views Mixed",http://www.investors.com/news/box-semtech-synopsys-pvh-earnings-due-what-to-expect/?ven=BenzingaCP&src=AURLAAM,Investor's Business Daily,2016-11-30 00:00:00,SNPS
1280529,1283488,Dion's Weekly ETF Blog Wrap,https://www.benzinga.com/content/thestreet-com/10/08/438597/dions-weekly-etf-blog-wrap,webmaster,2010-08-22 00:00:00,PGX
715185,716880,"Nkcfo Llc Buys Amazon.com Inc, Newmont Corp, VanEck Vectors Gold Miners, Sells The Walt Disney ...",http://www.gurufocus.com/news/1126796/nkcfo-llc-buys-amazoncom-inc-newmont-corp-vaneck-vectors-gold-miners-sells-the-walt-disney-co-ebay-inc-tjx-inc,GuruFocus,2020-05-05 00:00:00,GOOGL
747409,749151,"Food Stocks To Watch In 2013 (BNNY, UNFI, HAIN, KRFT)",https://www.benzinga.com/content/http-www-investopedia-comstock-analysis2012food-stocks-to-watch-in-2013-bnny-unfi-hain-krft1,Investopedia,2012-12-10 00:00:00,HAIN
512466,513723,The Chemist's Quality CEF Report - May 2018,https://seekingalpha.com/article/4182222-chemists-quality-cef-report-may-2018?source=partner_benzinga,Seeking Alpha,2018-06-18 00:00:00,EIO
873961,876021,Rapid Deployment Across Global Healthcare BPO Market Set to Exhibit Momentous Revenue Share at ...,http://www.gurufocus.com/news/927911/rapid-deployment-across-global-healthcare-bpo-market-set-to-exhibit-momentous-revenue-share-at-usd-4984-mn-by-2028,GuruFocus,2019-08-14 00:00:00,IT
17192,17290,Stocks And The Economy In 2018,https://seekingalpha.com/article/4135762-stocks-economy-2018?source=partner_benzinga,Seeking Alpha,2018-01-07 00:00:00,ACP
392396,393429,Notable earnings after Wednesday's close,http://seekingalpha.com/news/3241207-notable-earnings-wednesday-s-close?source=partner_benzinga,Seeking Alpha,2017-02-07 00:00:00,CXW
